"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-36206","MICHAEL HARJU","Active, Indiv","129-00275","OGL","OGW","W A SHAW 4","1/01/1800","DEP Plugged","GAS","","No","No","Vertical Well","40° 30' 54.673''","-79° 35' 30.436''",40.515187,-79.591788,"EP DOGO SWDO Dstr Off","Westmoreland","Washington Twp","PO BOX 23","","SPRING CHURCH","PA","15686-0023","","",231416,"4/19/2023",233393,93301
"OGO-7753","MILLCREEK TWP SCH DIST","Active, Govt","049-21635","OGL","OGW","WESTLAKE SCHOOL 1","11/22/1981","Plugged OG Well","GAS","","No","No","Vertical Well","42° 5' 25.850''","-80° 11' .3732''",42.090514,-80.183437,"EP DOGO NWDO Dstr Off","Erie","Millcreek Twp","3740 W 26TH ST","","ERIE","PA","16506-2096","","",37331,"10/06/2022",39083,85461
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03297","OGL","OGW","TIBBITS DEV STODDARD 7","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 41.538''","-78° 39' 30.607''",41.928205,-78.658502,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133636,"8/09/2024",135565,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03298","OGL","OGW","TIBBITS DEV STODDARD 9","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 38.82''","-78° 39' 30.607''",41.92745,-78.658502,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133637,"9/06/2024",135566,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03305","OGL","OGW","TIBBITS DEV STODDARD 19","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 36.004''","-78° 39' 30.603''",41.926668,-78.658501,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133644,"10/18/2024",135573,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03319","OGL","OGW","TIBBITS DEV BELL 46","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 33.700''","-78° 39' 19.058''",41.926028,-78.655294,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133658,"12/10/2024",135587,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03325","OGL","OGW","TIBBITS DEV BELL 74","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 27.804''","-78° 39' 36.385''",41.92439,-78.660107,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133664,"4/11/2023",135593,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03328","OGL","OGW","TIBBITS DEV BELL 77","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 33.823''","-78° 39' 26.359''",41.926062,-78.657322,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133667,"4/04/2023",135596,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03329","OGL","OGW","TIBBITS DEV BELL 78","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 33.852''","-78° 39' 15.552''",41.92607,-78.65432,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133668,"12/12/2022",135597,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03331","OGL","OGW","TIBBITS DEV BELL 80","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 33.672''","-78° 39' 22.636''",41.92602,-78.656288,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133670,"3/30/2023",135599,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03332","OGL","OGW","TIBBITS DEV BELL 81","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 31.112''","-78° 39' 26.179''",41.925309,-78.657272,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133671,"11/16/2022",135600,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03336","OGL","OGW","TIBBITS DEV BELL 98","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 31.134''","-78° 39' 22.359''",41.925315,-78.656211,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133675,"12/01/2022",135604,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03337","OGL","OGW","TIBBITS DEV BELL 99","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 31.224''","-78° 39' 15.372''",41.92534,-78.65427,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133676,"12/07/2022",135605,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03338","OGL","OGW","TIBBITS DEV BELL 100","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 28.635''","-78° 39' 22.986''",41.924621,-78.656385,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133677,"1/26/2023",135606,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03341","OGL","OGW","TIBBITS DEV BELL 109","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 28.311''","-78° 39' 18.795''",41.924531,-78.655221,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133680,"1/23/2023",135609,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03347","OGL","OGW","TIBBITS DEV NEWELL 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 29.380''","-78° 38' 53.030''",41.924828,-78.648064,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133686,"7/20/2023",135615,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03351","OGL","OGW","TIBBITS DEV NEWELL 8","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133690,"7/10/2023",135619,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03352","OGL","OGW","TIBBITS DEV NEWELL 9","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 30.619''","-78° 38' 54.520''",41.925172,-78.648478,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133691,"10/25/2023",135620,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03444","OGL","OGW","TIBBITS DEV BURTON 14","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.827''","-78° 38' 57.289''",41.923841,-78.649247,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133783,"10/13/2023",135712,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03445","OGL","OGW","TIBBITS DEV BURTON 17","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133784,"10/03/2023",135713,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03448","OGL","OGW","TIBBITS DEV BURTON 24","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133787,"9/06/2023",135716,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03450","OGL","OGW","TIBBITS DEV BURTON 35","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.899''","-78° 38' 53.739''",41.923861,-78.648261,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133789,"9/06/2023",135718,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03458","OGL","OGW","TIBBITS DEV BURTON 50","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 22.630''","-78° 39' 36.219''",41.922953,-78.660061,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133797,"5/09/2023",135726,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03459","OGL","OGW","TIBBITS DEV BURTON 51","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133798,"8/22/2025",135727,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03461","OGL","OGW","TIBBITS DEV BURTON 57","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.428''","-78° 39' 33.055''",41.92373,-78.659182,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133800,"5/25/2023",135729,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03462","OGL","OGW","TIBBITS DEV BURTON 59","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 33' 13.428''","-79° 23' 41.676''",41.55373,-79.39491,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133801,"8/18/2025",135730,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03464","OGL","OGW","TIBBITS DEV BURTON 62","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.219''","-78° 39' 29.289''",41.923672,-78.658136,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133803,"6/05/2023",135732,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03465","OGL","OGW","TIBBITS DEV BURTON 66","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.219''","-78° 39' 36.554''",41.923672,-78.660154,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133804,"4/28/2023",135733,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03466","OGL","OGW","TIBBITS DEV BURTON 68","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.622''","-78° 39' 18.824''",41.923784,-78.655229,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133805,"1/13/2023",135734,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03470","OGL","OGW","TIBBITS DEV BURTON 72","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 23.098''","-78° 39' 18.576''",41.923083,-78.65516,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133809,"1/09/2023",135738,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03472","OGL","OGW","TIBBITS DEV BURTON 76","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 23.894''","-78° 39' 22.996''",41.923304,-78.656388,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133811,"2/27/2023",135740,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03473","OGL","OGW","TIBBITS DEV BURTON 77","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 25.442''","-78° 39' 22.060''",41.923734,-78.656128,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133812,"2/01/2023",135741,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03493","OGL","OGW","TIBBITS DEV HELENBROOK 44","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 20.377''","-78° 39' 18.651''",41.922327,-78.655181,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133832,"1/03/2023",135761,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03499","OGL","OGW","TIBBITS DEV HELENBROOK 55","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133838,"7/22/2025",135767,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03501","OGL","OGW","TIBBITS DEV HELENBROOK 58","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 19.632''","-78° 39' .144''",41.92212,-78.65004,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133840,"11/13/2023",135769,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03530","OGL","OGW","TIBBITS DEV HELENBROOK 63","1/01/1800","Plugged OG Well","INJECTION","","No","No","Vertical Well","41° 55' 15.938''","-78° 39' 23.972''",41.921094,-78.656659,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133869,"3/27/2023",135798,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03532","OGL","OGW","TIBBITS DEV HELENBROOK 67","1/01/1800","Plugged OG Well","INJECTION","","No","No","Vertical Well","41° 55' 18.577''","-78° 39' 23.727''",41.921827,-78.656591,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",133871,"3/06/2023",135800,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-03736","OGL","OGW","TIBBITS DEV STODDARD 22","1/01/1800","Plugged OG Well","INJECTION","","No","No","Vertical Well","41° 55' 37.488''","-78° 39' 38.628''",41.92708,-78.66073,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",134075,"9/27/2024",136004,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-07585","OGL","OGW","HELENBROOK 54","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 55' 17.508''","-78° 39' 18.536''",41.92153,-78.655149,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",137572,"12/24/2022",139503,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08708","OGL","OGW","SUGAR RUN 5","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 19.355''","-78° 53' 5.8529''",41.872043,-78.884959,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138599,"9/01/2022",140531,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08709","OGL","OGW","SUGAR RUN 6","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 19.295''","-78° 53' 2.9628''",41.872026,-78.884156,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138600,"7/11/2022",140532,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08711","OGL","OGW","SUGAR RUN 9","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 15.385''","-78° 53' 1.3927''",41.87094,-78.88372,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138602,"6/23/2022",140534,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08712","OGL","OGW","SUGAR RUN 10","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 17.805''","-78° 53' .6527''",41.871613,-78.883515,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138603,"6/28/2022",140535,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08713","OGL","OGW","SUGAR RUN 11","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 14.395''","-78° 52' 57.262''",41.870665,-78.882573,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138604,"5/31/2022",140536,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08714","OGL","OGW","SUGAR RUN 12","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 12.655''","-78° 52' 54.542''",41.870182,-78.881817,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138605,"6/07/2022",140537,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08715","OGL","OGW","SUGAR RUN 13","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 14.645''","-78° 52' 54.042''",41.870735,-78.881678,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138606,"5/25/2022",140538,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08717","OGL","OGW","SUGAR RUN 15","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 15.885''","-78° 52' 59.492''",41.871079,-78.883192,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138608,"6/17/2022",140540,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08718","OGL","OGW","SUGAR RUN 16","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 17.745''","-78° 53' 3.8728''",41.871596,-78.884409,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138609,"7/14/2022",140541,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08720","OGL","OGW","SUGAR RUN 18","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 16.875''","-78° 52' 55.612''",41.871354,-78.882115,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138611,"6/07/2022",140543,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-08721","OGL","OGW","SUGAR RUN 19","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 52' 16.315''","-78° 52' 52.312''",41.871199,-78.881198,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",138612,"5/19/2022",140544,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-38791","OGL","OGW","U S GOV'T/ARMSTRONG FOREST 18","9/11/1981","Plugged OG Well","OIL","","No","No","Vertical Well","41° 52' 16.635''","-78° 52' 36.941''",41.871288,-78.876928,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",161458,"9/08/2022",163407,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-44871","OGL","OGW","E A VANSCOY (LOT 5) 25","2/26/1986","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 50' 4.398''","-78° 53' 40.210''",41.834555,-78.894503,"EP DOGO NWDO Dstr Off","McKean","Hamilton Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",167552,"7/26/2022",169502,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-44872","OGL","OGW","E A VANSCOY (LOT 5) 26","3/01/1986","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 50' .4668''","-78° 53' 41.1''",41.833463,-78.89475,"EP DOGO NWDO Dstr Off","McKean","Hamilton Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",167553,"3/16/2022",169503,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-44911","OGL","OGW","E A VANSCOY 27","2/27/1986","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 50' .1424''","-78° 53' 35.051''",41.833373,-78.89307,"EP DOGO NWDO Dstr Off","McKean","Hamilton Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",167592,"3/10/2022",169542,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-57471","OGL","OGW","RICHARDSON (SUGAR RUN) 23","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 52' 12.489''","-78° 53' 10.14''",41.870136,-78.88615,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",858143,"7/06/2022",858947,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-57475","OGL","OGW","SUGAR RUN R8","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 52' 15.24''","-78° 53' 5.676''",41.8709,-78.88491,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",858251,"7/19/2022",859101,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-57489","OGL","OGW","SUGAR RUN R20","1/01/1800","Plugged OG Well","OIL","","No","No","Undetermined","41° 52' 12.792''","-78° 53' 7.116''",41.87022,-78.88531,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",858552,"7/25/2022",859479,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-57529","OGL","OGW","TUPPER SUGAR RUN 2","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 52' 28.228''","-78° 52' 41.386''",41.874508,-78.878163,"EP DOGO NWDO Dstr Off","McKean","Corydon Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",859617,"9/13/2022",860656,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","083-57640","OGL","OGW","TIBBITS 49","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Undetermined","41° 55' 39.529''","-78° 39' 8.3016''",41.927647,-78.652306,"EP DOGO NWDO Dstr Off","McKean","Bradford Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",864831,"6/06/2023",866745,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","105-21085","OGL","OGW","WARRANT 4704 1519","11/14/2002","Plugged OG Well","OIL","","No","No","Vertical Well","41° 33' 11.534''","-77° 54' 45.032''",41.553204,-77.912509,"EP DOGO NCDO Dstr Off","Potter","Wharton Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",604803,"7/26/2024",629268,69329
"OGO-9601","MINARD RUN OIL CO","Active, Non-Govt","105-21086","OGL","OGW","WARRANT 4697 1561","11/04/2002","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 43.865''","-77° 52' 40.037''",41.578851,-77.877788,"EP DOGO NCDO Dstr Off","Potter","Wharton Twp","609 SOUTH AVE","","BRADFORD","PA","16701-3977","","",605690,"3/01/2024",629886,69329
